time, current_loop, loop_latency, logic_execution_time, conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12), 
2025-01-10 03:53:23.212501, 1736452403200, 1, 11, 1.0, 3.0, 0.0, 1.6324, 17.0, 
2025-01-10 03:53:23.401011, 1736452403400, 0, 1, 1.0, 3.0, 0.0, 1.6324, 16.5, 
2025-01-10 03:53:25.612665, 1736452403600, 1, 2002, 1.0, 3.0, 0.0, 1.6324, 5.0, 
2025-01-10 03:53:25.613972, 1736452405600, 1813, 1, 1.0, 3.0, 0.0, 1.6324, 5.0, 
2025-01-10 03:53:25.811028, 1736452405800, 1, 10, 1.0, 3.0, 0.0, 1.6324, 4.0, 
2025-01-10 03:53:26.002724, 1736452406000, 0, 2, 1.0, 3.0, 0.0, 1.6324, 3.5, 
2025-01-10 03:53:28.212280, 1736452406200, 0, 2003, 1.0, 3.0, 0.0, 1.6324, 12.0, 
2025-01-10 03:53:28.213341, 1736452408200, 1812, 1, 1.0, 3.0, 0.0, 1.6324, 12.0, 
2025-01-10 03:53:28.411173, 1736452408400, 2, 9, 1.0, 3.0, 0.0, 1.6324, 11.0, 
2025-01-10 03:53:28.606402, 1736452408600, 0, 3, 1.0, 3.0, 0.0, 1.6324, 10.0, 
2025-01-10 03:53:30.815952, 1736452408800, 0, 2007, 1.0, 3.0, 0.0, 1.6324, 19.0, 
2025-01-10 03:53:30.817021, 1736452410800, 1816, 1, 1.0, 3.0, 0.0, 1.6324, 19.0, 
2025-01-10 03:53:31.003673, 1736452411000, 1, 2, 1.0, 3.0, 0.0, 1.6324, 18.5, 
2025-01-10 03:53:31.211069, 1736452411200, 0, 2, 1.0, 3.0, 0.0, 1.6324, 17.0, 
2025-01-10 03:53:33.416527, 1736452411400, 1, 2003, 1.0, 3.0, 0.0, 1.6324, 6.0, 
2025-01-10 03:53:33.417823, 1736452413400, 1817, 1, 1.0, 3.0, 0.0, 1.6324, 6.0, 
2025-01-10 03:53:33.611897, 1736452413600, 1, 11, 1.0, 3.0, 0.0, 1.6324, 5.0, 
2025-01-10 03:53:33.811746, 1736452413800, 0, 2, 1.0, 3.0, 0.0, 1.6324, 4.0, 
2025-01-10 03:53:36.003407, 1736452414000, 0, 2003, 1.0, 3.0, 0.0, 1.6324, 13.5, 
2025-01-10 03:53:36.005087, 1736452416000, 1804, 0, 1.0, 3.0, 0.0, 1.6324, 13.5, 
2025-01-10 03:53:36.220384, 1736452416200, 1, 19, 1.0, 3.0, 0.0, 1.6324, 12.0, 
2025-01-10 03:53:36.422692, 1736452416400, 0, 3, 1.0, 3.0, 0.0, 1.6324, 11.0, 
2025-01-10 03:53:38.605612, 1736452416600, 0, 2005, 1.0, 3.0, 0.013333333333333334, 1.6324, 0.0, 
2025-01-10 03:53:38.606803, 1736452418600, 1806, 0, 1.0, 3.0, 0.013333333333333334, 1.6324, 0.0, 
2025-01-10 03:53:38.823834, 1736452418800, 2, 13, 1.0, 3.0, 0.0, 1.6324, 19.0, 
2025-01-10 03:53:39.016606, 1736452419000, 0, 8, 1.0, 3.0, 0.0, 1.6324, 18.0, 
2025-01-10 03:53:41.219317, 1736452419200, 0, 2006, 1.0, 3.0, 0.0, 1.0506, 7.5, 
2025-01-10 03:53:41.220351, 1736452421200, 1820, 0, 1.0, 3.0, 0.0, 1.0506, 7.5, 
2025-01-10 03:53:41.403589, 1736452421400, 0, 2, 1.0, 3.0, 0.0, 1.0506, 6.5, 
2025-01-10 03:53:41.601294, 1736452421600, 0, 1, 1.0, 3.0, 0.0, 1.0506, 5.5, 
2025-01-10 03:53:43.808259, 1736452421800, 3, 2005, 1.0, 3.0, 0.0, 1.0506, 14.0, 
2025-01-10 03:53:43.809214, 1736452423800, 1808, 1, 1.0, 3.0, 0.0, 1.0506, 14.0, 
2025-01-10 03:53:44.002296, 1736452424000, 1, 1, 1.0, 3.0, 0.0, 1.0506, 13.5, 
2025-01-10 03:53:44.205658, 1736452424200, 1, 1, 1.0, 3.0, 0.0, 1.0506, 12.0, 
2025-01-10 03:53:46.419274, 1736452424400, 0, 2010, 1.0, 3.0, 0.0, 1.0506, 1.0, 
2025-01-10 03:53:46.420225, 1736452426400, 1819, 1, 1.0, 3.0, 0.0, 1.0506, 1.0, 
2025-01-10 03:53:46.613906, 1736452426600, 1, 13, 1.0, 3.0, 0.0, 1.0506, 0.0, 
2025-01-10 03:53:46.824856, 1736452426800, 2, 2, 1.0, 3.0, 0.0, 1.0506, 19.0, 
2025-01-10 03:53:49.019221, 1736452427000, 0, 2003, 1.0, 3.0, 0.0, 1.664, 8.0, 
2025-01-10 03:53:49.020386, 1736452429000, 1819, 1, 1.0, 3.0, 0.0, 1.664, 8.0, 
2025-01-10 03:53:49.203016, 1736452429200, 0, 2, 1.0, 3.0, 0.0, 1.664, 7.5, 
2025-01-10 03:53:49.402660, 1736452429400, 0, 2, 1.0, 3.0, 0.0, 1.664, 6.5, 
2025-01-10 03:53:51.612640, 1736452429600, 2, 2002, 1.0, 3.0, 0.0, 1.664, 15.0, 
2025-01-10 03:53:51.613826, 1736452431600, 1813, 1, 1.0, 3.0, 0.0, 1.664, 15.0, 
2025-01-10 03:53:51.815435, 1736452431800, 0, 15, 1.0, 3.0, 0.0, 1.664, 14.0, 
2025-01-10 03:53:52.027007, 1736452432000, 1, 2, 1.0, 3.0, 0.0, 1.664, 13.0, 
2025-01-10 03:53:54.227279, 1736452432200, 1, 2006, 1.0, 3.0, 0.0, 1.664, 2.0, 
2025-01-10 03:53:54.228880, 1736452434200, 1828, 0, 1.0, 3.0, 0.0, 1.664, 2.0, 
2025-01-10 03:53:54.403519, 1736452434400, 1, 2, 1.0, 3.0, 0.0, 1.664, 1.5, 
2025-01-10 03:53:54.622440, 1736452434600, 0, 1, 1.0, 3.0, 0.02666666666666667, 1.664, 0.0, 
2025-01-10 03:53:56.812532, 1736452434800, 1, 2002, 1.0, 3.0, 0.0, 1.664, 9.0, 
2025-01-10 03:53:56.813572, 1736452436800, 1813, 0, 1.0, 3.0, 0.0, 1.664, 9.0, 
2025-01-10 03:53:57.017433, 1736452437000, 1, 16, 1.0, 3.0, 0.0, 1.664, 8.0, 
2025-01-10 03:53:57.201625, 1736452437200, 0, 1, 1.0, 3.0, 0.0, 1.664, 7.5, 
2025-01-10 03:53:59.413356, 1736452437400, 1, 2002, 1.0, 3.0, 0.0, 1.664, 16.0, 
2025-01-10 03:53:59.414421, 1736452439400, 1814, 0, 1.0, 3.0, 0.0, 1.664, 16.0, 
2025-01-10 03:53:59.612060, 1736452439600, 0, 12, 1.0, 3.0, 0.0, 1.664, 15.0, 
2025-01-10 03:53:59.811780, 1736452439800, 1, 2, 1.0, 3.0, 0.0, 1.664, 14.0, 
2025-01-10 03:54:02.023298, 1736452440000, 0, 2014, 1.0, 3.0, 0.0, 1.664, 3.0, 
2025-01-10 03:54:02.026276, 1736452442000, 1823, 3, 1.0, 3.0, 0.0, 1.664, 3.0, 
2025-01-10 03:54:02.211913, 1736452442200, 2, 10, 1.0, 3.0, 0.0, 1.664, 2.0, 
2025-01-10 03:54:02.424911, 1736452442400, 0, 2, 1.0, 3.0, 0.0, 1.664, 1.0, 
2025-01-10 03:54:04.616255, 1736452442600, 0, 2004, 1.0, 3.0, 0.0, 1.664, 10.0, 
2025-01-10 03:54:04.617760, 1736452444600, 1816, 1, 1.0, 3.0, 0.0, 1.664, 10.0, 
2025-01-10 03:54:04.812509, 1736452444800, 0, 12, 1.0, 3.0, 0.0, 1.664, 9.0, 
2025-01-10 03:54:05.002809, 1736452445000, 0, 2, 1.0, 3.0, 0.0, 1.664, 8.5, 
2025-01-10 03:54:07.217096, 1736452445200, 0, 2004, 1.0, 3.0, 0.0, 1.664, 17.0, 
2025-01-10 03:54:07.218072, 1736452447200, 1817, 1, 1.0, 3.0, 0.0, 1.664, 17.0, 
2025-01-10 03:54:07.424086, 1736452447400, 1, 23, 1.0, 3.0, 0.0, 1.664, 16.0, 
2025-01-10 03:54:07.611293, 1736452447600, 0, 2, 1.0, 3.0, 0.0, 1.664, 15.0, 
2025-01-10 03:54:09.808857, 1736452447800, 1, 2003, 1.0, 3.0, 0.0, 1.664, 4.5, 
2025-01-10 03:54:09.809888, 1736452449800, 1809, 1, 1.0, 3.0, 0.0, 1.664, 4.5, 
2025-01-10 03:54:10.002898, 1736452450000, 2, 1, 1.0, 3.0, 0.0, 1.664, 3.5, 
2025-01-10 03:54:10.215742, 1736452450200, 0, 5, 1.0, 3.0, 0.0, 1.664, 2.0, 
2025-01-10 03:54:12.408621, 1736452450400, 2, 2003, 1.0, 3.0, 0.0, 1.664, 11.0, 
2025-01-10 03:54:12.409717, 1736452452400, 1809, 0, 1.0, 3.0, 0.0, 1.664, 11.0, 
2025-01-10 03:54:12.610823, 1736452452600, 0, 10, 1.0, 3.0, 0.0, 1.664, 10.0, 
2025-01-10 03:54:12.807372, 1736452452800, 6, 1, 1.0, 3.0, 0.0, 1.664, 9.5, 
2025-01-10 03:54:15.004970, 1736452453000, 0, 2004, 1.0, 3.0, 0.0, 1.664, 18.5, 
2025-01-10 03:54:15.006004, 1736452455000, 1805, 1, 1.0, 3.0, 0.0, 1.664, 18.5, 
2025-01-10 03:54:15.212081, 1736452455200, 0, 12, 1.0, 3.0, 0.0, 1.664, 17.0, 
2025-01-10 03:54:15.415394, 1736452455400, 4, 2, 1.0, 3.0, 0.0, 1.664, 16.0, 
2025-01-10 03:54:17.615220, 1736452455600, 3, 2003, 1.0, 3.0, 0.0, 1.664, 5.0, 
2025-01-10 03:54:17.616552, 1736452457600, 1815, 1, 1.0, 3.0, 0.0, 1.664, 5.0, 
2025-01-10 03:54:17.815166, 1736452457800, 2, 12, 1.0, 3.0, 0.0, 1.664, 4.0, 
2025-01-10 03:54:18.003503, 1736452458000, 2, 1, 1.0, 3.0, 0.0, 1.664, 3.5, 
2025-01-10 03:54:20.225584, 1736452458200, 0, 2006, 1.0, 3.0, 0.0, 1.664, 12.0, 
2025-01-10 03:54:20.226799, 1736452460200, 1826, 1, 1.0, 3.0, 0.0, 1.664, 12.0, 
2025-01-10 03:54:20.405893, 1736452460400, 1, 3, 1.0, 3.0, 0.0, 1.664, 11.5, 
2025-01-10 03:54:20.602579, 1736452460600, 0, 2, 1.0, 3.0, 0.0, 1.664, 10.5, 
2025-01-10 03:54:22.812009, 1736452460800, 1, 2002, 1.0, 3.0, 0.0, 1.664, 19.0, 
2025-01-10 03:54:22.812945, 1736452462800, 1812, 1, 1.0, 3.0, 0.0, 1.664, 19.0, 
2025-01-10 03:54:23.003181, 1736452463000, 1, 2, 1.0, 3.0, 0.0, 1.664, 18.5, 
2025-01-10 03:54:23.204276, 1736452463200, 2, 1, 1.0, 3.0, 0.0, 1.664, 17.5, 
2025-01-10 03:54:25.411108, 1736452463400, 1, 2006, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:54:25.412012, 1736452465400, 1811, 1, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:54:25.614722, 1736452465600, 4, 10, 1.0, 3.0, 0.0, 1.4373, 5.0, 
2025-01-10 03:54:25.820873, 1736452465800, 0, 2, 1.0, 3.0, 0.0, 1.4373, 4.0, 
2025-01-10 03:54:28.004247, 1736452466000, 1, 2003, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:54:28.005164, 1736452468000, 1804, 1, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:54:28.212126, 1736452468200, 2, 10, 1.0, 3.0, 0.0, 1.4373, 12.5, 
2025-01-10 03:54:28.425207, 1736452468400, 3, 2, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:54:30.616373, 1736452468600, 1, 2006, 1.0, 3.0, 0.0, 1.4373, 0.0, 
2025-01-10 03:54:30.617588, 1736452470600, 1817, 0, 1.0, 3.0, 0.0, 1.4373, 0.0, 
2025-01-10 03:54:30.801515, 1736452470800, 1, 0, 1.0, 3.0, 0.0, 1.4373, 19.5, 
2025-01-10 03:54:31.002874, 1736452471000, 0, 2, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:54:33.217190, 1736452471200, 5, 2003, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:54:33.218312, 1736452473200, 1817, 1, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:54:33.425078, 1736452473400, 4, 21, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:54:33.623482, 1736452473600, 2, 1, 1.0, 3.0, 0.0, 1.4373, 5.0, 
2025-01-10 03:54:35.817151, 1736452473800, 2, 2005, 1.0, 3.0, 0.0, 1.4373, 14.0, 
2025-01-10 03:54:35.818521, 1736452475800, 1817, 1, 1.0, 3.0, 0.0, 1.4373, 14.0, 
2025-01-10 03:54:36.003102, 1736452476000, 0, 3, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:54:36.213986, 1736452476200, 1, 4, 1.0, 3.0, 0.0, 1.4373, 12.0, 
2025-01-10 03:54:38.416302, 1736452476400, 5, 2003, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:54:38.417394, 1736452478400, 1816, 1, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:54:38.605312, 1736452478600, 0, 3, 1.0, 3.0, 0.0, 1.4373, 0.5, 
2025-01-10 03:54:38.815154, 1736452478800, 5, 1, 1.0, 3.0, 0.0, 1.4373, 19.0, 
2025-01-10 03:54:41.018363, 1736452479000, 1, 2008, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:54:41.019272, 1736452481000, 1819, 0, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:54:41.213994, 1736452481200, 3, 10, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:54:41.411959, 1736452481400, 1, 2, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:54:43.625017, 1736452481600, 1, 2004, 1.0, 3.0, 0.0, 1.4373, 15.0, 
2025-01-10 03:54:43.626129, 1736452483600, 1825, 1, 1.0, 3.0, 0.0, 1.4373, 15.0, 
2025-01-10 03:54:43.806133, 1736452483800, 2, 3, 1.0, 3.0, 0.0, 1.4373, 14.5, 
2025-01-10 03:54:44.000976, 1736452484000, 0, 1, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:54:46.217959, 1736452484200, 1, 2007, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:54:46.218980, 1736452486200, 1818, 1, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:54:46.413249, 1736452486400, 1, 12, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:54:46.614278, 1736452486600, 4, 1, 1.0, 3.0, 0.0, 1.4373, 0.0, 
2025-01-10 03:54:48.810802, 1736452486800, 0, 2002, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:54:48.811756, 1736452488800, 1811, 0, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:54:49.003354, 1736452489000, 0, 3, 1.0, 3.0, 0.0, 1.4373, 8.5, 
2025-01-10 03:54:49.217137, 1736452489200, 0, 7, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:54:51.417127, 1736452489400, 4, 2004, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:54:51.418180, 1736452491400, 1817, 1, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:54:51.603593, 1736452491600, 1, 2, 1.0, 3.0, 0.0, 1.4373, 15.5, 
2025-01-10 03:54:51.809517, 1736452491800, 4, 2, 1.0, 3.0, 0.0, 1.4373, 14.0, 
2025-01-10 03:54:54.005207, 1736452492000, 0, 2005, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:54:54.006463, 1736452494000, 1805, 1, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:54:54.215428, 1736452494200, 1, 14, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:54:54.402602, 1736452494400, 0, 2, 1.0, 3.0, 0.0, 1.4373, 1.5, 
2025-01-10 03:54:56.618493, 1736452494600, 4, 2005, 1.0, 3.0, 0.0, 1.4373, 10.0, 
2025-01-10 03:54:56.619925, 1736452496600, 1819, 1, 1.0, 3.0, 0.0, 1.4373, 10.0, 
2025-01-10 03:54:56.813145, 1736452496800, 4, 9, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:54:57.023824, 1736452497000, 3, 1, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:54:59.222933, 1736452497200, 0, 2004, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:54:59.223925, 1736452499200, 1823, 1, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:54:59.407200, 1736452499400, 1, 5, 1.0, 3.0, 0.0, 1.4373, 16.5, 
2025-01-10 03:54:59.614003, 1736452499600, 0, 5, 1.0, 3.0, 0.0, 1.4373, 15.5, 
2025-01-10 03:55:01.817767, 1736452499800, 0, 2003, 1.0, 3.0, 0.0, 1.4373, 4.0, 
2025-01-10 03:55:01.819479, 1736452501800, 1818, 1, 1.0, 3.0, 0.0, 1.4373, 4.0, 
2025-01-10 03:55:02.035803, 1736452502000, 3, 32, 1.0, 3.0, 0.0, 1.4373, 3.0, 
2025-01-10 03:55:02.224494, 1736452502200, 2, 1, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:55:04.416578, 1736452502400, 0, 2008, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:04.417606, 1736452504400, 1817, 0, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:04.614345, 1736452504600, 1, 13, 1.0, 3.0, 0.0, 1.4373, 10.5, 
2025-01-10 03:55:04.804551, 1736452504800, 0, 2, 1.0, 3.0, 0.0, 1.4373, 9.5, 
2025-01-10 03:55:07.003481, 1736452505000, 1, 2002, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:07.005290, 1736452507000, 1804, 1, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:07.212645, 1736452507200, 3, 9, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:55:07.411242, 1736452507400, 1, 1, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:55:09.615684, 1736452507600, 2, 2003, 1.0, 3.0, 0.0, 1.4373, 5.0, 
2025-01-10 03:55:09.618035, 1736452509600, 1817, 0, 1.0, 3.0, 0.0, 1.4373, 5.0, 
2025-01-10 03:55:09.816364, 1736452509800, 5, 11, 1.0, 3.0, 0.0, 1.4373, 4.0, 
2025-01-10 03:55:10.000661, 1736452510000, 0, 0, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:55:12.205851, 1736452510200, 0, 2004, 1.0, 3.0, 0.0, 1.4373, 12.5, 
2025-01-10 03:55:12.208282, 1736452512200, 1806, 1, 1.0, 3.0, 0.0, 1.4373, 12.5, 
2025-01-10 03:55:12.419826, 1736452512400, 6, 14, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:12.616340, 1736452512600, 0, 7, 1.0, 3.0, 0.0, 1.4373, 10.0, 
2025-01-10 03:55:14.823685, 1736452512800, 0, 2005, 1.0, 3.0, 0.0, 1.4373, 19.0, 
2025-01-10 03:55:14.824806, 1736452514800, 1824, 0, 1.0, 3.0, 0.0, 1.4373, 19.0, 
2025-01-10 03:55:15.003311, 1736452515000, 0, 3, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:15.212716, 1736452515200, 3, 1, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:55:17.424814, 1736452515400, 0, 2005, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:55:17.425808, 1736452517400, 1825, 1, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:55:17.613094, 1736452517600, 1, 12, 1.0, 3.0, 0.0, 1.4373, 5.0, 
2025-01-10 03:55:17.801727, 1736452517800, 0, 1, 1.0, 3.0, 0.0, 1.4373, 4.5, 
2025-01-10 03:55:20.002102, 1736452518000, 0, 2002, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:55:20.002988, 1736452520000, 1802, 1, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:55:20.205095, 1736452520200, 1, 3, 1.0, 3.0, 0.0, 1.4373, 12.5, 
2025-01-10 03:55:20.418577, 1736452520400, 7, 2, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:22.610261, 1736452520600, 1, 2007, 1.0, 3.0, 0.0, 1.4373, 0.0, 
2025-01-10 03:55:22.611794, 1736452522600, 1810, 1, 1.0, 3.0, 0.0, 1.4373, 0.0, 
2025-01-10 03:55:22.803187, 1736452522800, 0, 2, 1.0, 3.0, 0.0, 1.4373, 19.5, 
2025-01-10 03:55:23.003215, 1736452523000, 0, 3, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:25.213120, 1736452523200, 1, 2003, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:55:25.214047, 1736452525200, 1813, 1, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:55:25.422726, 1736452525400, 2, 20, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:55:25.604094, 1736452525600, 1, 2, 1.0, 3.0, 0.0, 1.4373, 5.5, 
2025-01-10 03:55:27.808349, 1736452525800, 0, 2004, 1.0, 3.0, 0.0, 1.4373, 14.5, 
2025-01-10 03:55:27.809594, 1736452527800, 1809, 0, 1.0, 3.0, 0.0, 1.4373, 14.5, 
2025-01-10 03:55:28.000827, 1736452528000, 0, 1, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:55:28.202886, 1736452528200, 1, 1, 1.0, 3.0, 0.0, 1.4373, 12.5, 
2025-01-10 03:55:30.425304, 1736452528400, 1, 2005, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:55:30.427097, 1736452530400, 1826, 0, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:55:30.605840, 1736452530600, 3, 2, 1.0, 3.0, 0.013333333333333334, 1.4373, 0.5, 
2025-01-10 03:55:30.823877, 1736452530800, 4, 1, 1.0, 3.0, 0.0, 1.4373, 19.0, 
2025-01-10 03:55:33.015415, 1736452531000, 0, 2003, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:55:33.016397, 1736452533000, 1816, 0, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:55:33.214412, 1736452533200, 0, 14, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:55:33.413110, 1736452533400, 0, 3, 1.0, 3.0, 0.0, 1.4373, 6.0, 
2025-01-10 03:55:35.627101, 1736452533600, 1, 2007, 1.0, 3.0, 0.0, 1.4373, 15.0, 
2025-01-10 03:55:35.628919, 1736452535600, 1827, 1, 1.0, 3.0, 0.0, 1.4373, 15.0, 
2025-01-10 03:55:35.813777, 1736452535800, 3, 10, 1.0, 3.0, 0.0, 1.4373, 14.5, 
2025-01-10 03:55:36.002778, 1736452536000, 2, 0, 1.0, 3.0, 0.0, 1.4373, 13.5, 
2025-01-10 03:55:38.216513, 1736452536200, 4, 2003, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:55:38.218651, 1736452538200, 1817, 1, 1.0, 3.0, 0.0, 1.4373, 2.0, 
2025-01-10 03:55:38.416310, 1736452538400, 5, 10, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:55:38.602410, 1736452538600, 0, 1, 1.0, 3.0, 0.0, 1.4373, 0.5, 
2025-01-10 03:55:40.813133, 1736452538800, 0, 2004, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:55:40.814867, 1736452540800, 1813, 1, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:55:41.003637, 1736452541000, 1, 2, 1.0, 3.0, 0.0, 1.4373, 8.5, 
2025-01-10 03:55:41.240429, 1736452541200, 0, 6, 1.0, 3.0, 0.0, 1.4373, 7.0, 
2025-01-10 03:55:43.415845, 1736452541400, 0, 2007, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:55:43.417020, 1736452543400, 1816, 1, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:55:43.615051, 1736452543600, 5, 10, 1.0, 3.0, 0.0, 1.4373, 15.0, 
2025-01-10 03:55:43.817554, 1736452543800, 7, 1, 1.0, 3.0, 0.0, 1.4373, 14.0, 
2025-01-10 03:55:46.009615, 1736452544000, 1, 2004, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:55:46.010938, 1736452546000, 1810, 1, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:55:46.205044, 1736452546200, 1, 3, 1.0, 3.0, 0.0, 1.4373, 2.5, 
2025-01-10 03:55:46.417450, 1736452546400, 1, 6, 1.0, 3.0, 0.0, 1.4373, 1.0, 
2025-01-10 03:55:48.614065, 1736452546600, 1, 2003, 1.0, 3.0, 0.0, 1.4373, 10.0, 
2025-01-10 03:55:48.615101, 1736452548600, 1814, 1, 1.0, 3.0, 0.0, 1.4373, 10.0, 
2025-01-10 03:55:48.811869, 1736452548800, 2, 10, 1.0, 3.0, 0.0, 1.4373, 9.5, 
2025-01-10 03:55:49.022222, 1736452549000, 1, 2, 1.0, 3.0, 0.0, 1.4373, 8.0, 
2025-01-10 03:55:51.216814, 1736452549200, 3, 2004, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:55:51.218087, 1736452551200, 1817, 1, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:55:51.427425, 1736452551400, 5, 3, 1.0, 3.0, 0.0, 1.4373, 16.0, 
2025-01-10 03:55:51.626021, 1736452551600, 0, 4, 1.0, 3.0, 0.0, 1.4373, 15.5, 
2025-01-10 03:55:53.807056, 1736452551800, 0, 2005, 1.0, 3.0, 0.0, 1.4373, 4.5, 
2025-01-10 03:55:53.808919, 1736452553800, 1807, 1, 1.0, 3.0, 0.0, 1.4373, 4.5, 
2025-01-10 03:55:54.002288, 1736452554000, 1, 1, 1.0, 3.0, 0.0, 1.4373, 3.5, 
2025-01-10 03:55:54.206322, 1736452554200, 3, 2, 1.0, 3.0, 0.0, 1.4373, 2.5, 
2025-01-10 03:55:56.412807, 1736452554400, 0, 2004, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:56.413838, 1736452556400, 1813, 1, 1.0, 3.0, 0.0, 1.4373, 11.0, 
2025-01-10 03:55:56.601670, 1736452556600, 0, 1, 1.0, 3.0, 0.0, 1.4373, 10.5, 
2025-01-10 03:55:56.821334, 1736452556800, 1, 1, 1.0, 3.0, 0.0, 1.4373, 9.0, 
2025-01-10 03:55:59.003544, 1736452557000, 0, 2003, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:59.005595, 1736452559000, 1804, 1, 1.0, 3.0, 0.0, 1.4373, 18.5, 
2025-01-10 03:55:59.214513, 1736452559200, 1, 13, 1.0, 3.0, 0.0, 1.4373, 17.0, 
2025-01-10 03:55:59.405780, 1736452559400, 3, 2, 1.0, 3.0, 0.0, 1.4373, 16.5, 
